D01_V1_SAT.bam	D02_V1_SAT.bam	D03_V1_SAT.bam	D06_V1_SAT.bam	D07_V1_SAT.bam	D08_V1_SAT.bam	D09_V1_SAT.bam	D10_V1_SAT.bam	D101_V1_SAT.bam	D102_V1_SAT.bam	D119_V1_SAT.bam	D12_V1_SAT.bam	D128_V1_SAT.bam	D130_V1_SAT.bam	D133_V1_SAT.bam	D135_V1_SAT.bam	D139_V1_SAT.bam	D14_V1_SAT.bam	D141_V1_SAT.bam	D15_V1_SAT.bam	D162_V1_SAT.bam	D164_V1_SAT.bam	D17_V1_SAT.bam	D171_V1_SAT.bam	D177_V1_SAT.bam	D181_V1_SAT.bam	D185_V1_SAT.bam	D19_V1_SAT.bam	D191_V1_SAT.bam	D198_V1_SAT.bam	D199_V1_SAT.bam	D20_V1_SAT.bam	D201_V1_SAT.bam	D207_V1_SAT.bam	D21_V1_SAT.bam	D22_V1_SAT.bam	D25_V1_SAT.bam	D26_V1_SAT.bam	D31_V1_SAT.bam	D32_V1_SAT.bam	D33_V1_SAT.bam	D34_V1_SAT.bam	D40_V1_SAT.bam	D41_V1_SAT.bam	D42_V1_SAT.bam	D43_V1_SAT.bam	D46_V1_SAT.bam	D47_V1_SAT.bam	D48_V1_SAT.bam	D49_V1_SAT.bam	D52_V1_SAT.bam	D55_V1_SAT.bam	D57_V1_SAT.bam	D59_V1_SAT.bam	D61_V1_SAT.bam	D64_V1_SAT.bam	D68_V1_SAT.bam	D70_V1_SAT.bam	D72_V1_SAT.bam	D74_V1_SAT.bam	D75_V1_SAT.bam	D78_V1_SAT.bam	D81_V1_SAT.bam	D82_V1_SAT.bam	D87_V1_SAT.bam	D93_V1_SAT.bam	D98_V1_SAT.bam
SERINC2	3.49358224502879	3.81165783639731	3.16838484988256	3.28751538242602	3.1535209151344	3.9146901808884	2.64816832015465	4.95745175490148	3.50670756911369	3.15263139348934	2.25185230645979	3.33256041065529	3.83654984827865	2.43552973985429	3.70684123861256	3.91228286232622	4.16230224415605	2.59270096399699	4.17782051818476	4.93573899004582	2.37205045414182	2.84622157720039	2.9719593766697	3.04645488565772	3.13811070027423	2.58082167005939	3.2093959332865	1.97351285524742	2.35521681635323	2.32240393091618	2.93589696837139	3.22328393015563	3.19166270339054	3.50919487264488	2.84587370469349	3.91693195332975	3.49352815276028	4.21963686520488	3.05128811090032	3.42411036074504	2.76135234116448	3.79052308225398	3.50003805702481	3.38091048700715	3.40902969880229	2.94359555008632	2.70228941602886	2.55134137932664	3.02319039915122	2.50022738656012	1.38893806749441	3.10226248109429	3.193888918353	3.3360378308631	2.68514579062606	2.93886471820625	2.16914870267348	2.33506652619369	2.91346778970347	2.43145729393331	2.98344797384752	3.26638201092704	2.72676593159443	3.36274616006455	4.33979738129197	2.99358118916013	3.06984202321223
SERPINA1	3.53537433277229	5.10383295658093	5.18745724379536	4.54941306209783	6.52753290865394	3.57652278392427	3.67984430592917	5.31703750024593	3.3579698971242	3.87618390543795	4.62617721842701	4.54793203175138	1.05958809187352	1.90584045896757	5.04373563445766	4.6449035421148	5.27585190054507	6.40241585528889	3.21852577449574	5.52308316643043	2.56737457690911	1.99260315569119	4.66408368112244	3.87433081793268	2.055372915848	2.42809150802408	2.57946436795112	3.45497058699719	3.29110242991926	2.98403268557071	3.35451690725199	4.69575622660128	3.84837805779058	4.2798755935212	4.42875655452142	4.06831032945575	3.81681649468887	3.08534758869759	4.69790943125253	3.93530452126455	4.91131796158192	4.703263208576	3.63553239469579	4.20949598557871	1.9468352837927	2.98278285121609	1.59782539629201	4.09915080991667	4.6322829802041	4.2902019361701	0.59871614371322	2.54983736276432	1.66844889920917	1.42629438767267	3.32302472121505	4.00151381580799	2.16914870267348	3.1953998980108	2.6706753094495	1.94004902383069	1.63115681814368	1.39954537037251	4.29129771607723	3.67980792342291	1.13374869361934	2.18770407911647	3.50554981635409
SERPINA5	5.32129234706386	4.96879598947314	4.48965426027602	5.6584663284512	3.84311936916215	5.10235473913226	4.31666419270061	5.67167850119979	3.12586326623183	4.61529161273514	4.11702468155109	5.25215611587486	4.73126795016819	4.13979364080334	4.03024651798555	4.69255682894269	4.0877615456142	4.93663497217266	4.16401536284376	3.78860123758875	4.67617025533087	3.6212803600611	4.69450822746375	4.60112970335667	4.25001642821719	4.44684905175482	4.05286953028015	4.34148097346303	4.20793063826547	3.94355745749532	4.60125547966804	4.55921657259481	4.43372816969799	4.96684461171179	5.01513176678289	4.24275418728424	4.51845625605325	3.16774444860577	4.52420700233394	4.47181795704175	3.01600980517054	5.7800939506474	4.79818817076929	5.21210188510888	3.19055258623737	3.55066477327643	4.71769162579413	3.97993975237358	4.99424652532764	3.97386319410731	4.86426641989054	3.73190214030221	5.42600205932942	4.39794225886756	4.18845952884253	4.56690134043572	4.00587502510117	3.97868359475463	3.87046645925671	3.53892984261981	4.48169443739962	5.21521030292517	4.396239745415	4.21961990967016	3.79872913876752	4.58114739162043	3.9098237631491
SERPINB2	0.222015733067353	0.504758564306101	1.11739444545364	-2.03972707279506	-1.60381358208614	0.702792021930211	-2.52947427424122	2.39638256832975	-0.777381158206258	0.794864037083983	1.00654720696074	-0.516829073273444	1.79947473056352	-1.24278732203965	-1.27478171286212	-0.907052226335472	1.30879917187899	1.59724168110949	0.27186754997925	2.23935673454536	-1.47058738158333	-0.91580949854612	0.0534501487564264	0.0225643336044486	-0.64854996656916	-1.42069285464513	1.22296312898884	-1.04086003576523	-0.185379979270627	-0.810813068132949	0.00606786827374977	1.21313735355638	0.552763619498869	0.0277968885859326	1.04629088265395	1.69855720924418	-0.436331542177316	0.876621650310819	1.60301917927511	0.512148963743783	1.2356019824122	0.803403600445435	-0.180884288776151	-0.0387137440352638	-0.807769990191059	-1.84105222233407	-2.52947427424122	-2.52947427424122	0.643782420445604	-2.06797524672836	-1.28673270807696	-0.270777628888817	-1.44078924023341	0.221208572539552	-0.49487383364901	0.586315519666184	-0.104747263444548	-1.82889328958978	-0.49042260665938	-1.15842720981333	-0.435930507340273	-2.52947427424122	-1.17851541641802	0.683458938886132	-0.026743289287741	-0.599118865472066	-0.00641547441432015
SERPINB8	3.27664375816796	4.11108113175001	3.98287919581138	4.3995525927796	3.46982172084328	4.48243290856373	3.61486719019445	3.9919446558506	4.10166342918925	4.04492801496296	3.94344361409857	3.76326989921924	4.37024419501715	3.05636775333702	3.03140668254661	2.99544063178501	3.05099259490724	4.43329706206586	3.65342892683853	4.61074363202619	3.20822970289828	3.31135109340219	4.28668355279582	3.33848549991646	2.86329807250764	3.03323717461824	3.74270776642908	3.52525476396006	3.95351190557224	3.75146034521983	4.17975645388586	4.20984349958415	4.20708786377017	4.2798755935212	3.92140084023566	4.17978347135617	3.55037336671867	4.25775802564331	3.68982215310063	4.16138742284806	4.06637482136046	3.13073398848736	3.89324653719743	3.71571742940052	3.00628622672322	3.57651204601642	3.37702989248599	3.39138385563	3.86498395367445	3.84868799516933	2.34042413207957	3.35428595236707	3.14379842654258	3.43644440611035	2.94169022622903	4.11644820166968	4.04419533778907	2.45387495294748	3.55500862135214	2.92462660511471	3.20624347934513	2.53303607014508	3.8286078770244	3.09035557103412	2.99784224089524	3.36483444221599	3.98167594983499
SERPINE1	3.30107759863993	4.62963063677607	3.95219581958762	5.95722376644093	3.1535209151344	5.75456283212283	2.86485503690434	4.91934014592957	4.6981436718244	5.98840321400457	2.85887853470312	4.1666782767076	7.1906244765596	1.96846208643578	3.80922460819202	3.62007245836108	4.51816797719011	5.59793097828611	3.83863218950796	3.07109604343665	3.3653306387118	0.878510766638133	4.96294884354613	3.49761421552775	3.69890506212981	3.67740231593249	3.31162232933006	3.93976639360653	4.20793063826547	2.55127235117793	5.21864097409789	5.07954912634716	4.89896736647317	3.89499587514986	3.05190889173916	4.7729995127881	3.0954491033196	4.46747983070884	3.15802854044681	3.45975326434836	4.34826992832971	2.66455678270737	4.45604464908694	4.70617652003276	3.7343585807608	2.53275787900429	2.61089512831217	2.29434197151261	4.89363714181551	3.79540977143332	5.03019336279484	3.56876164884174	2.41292508219723	3.88068402789728	3.56018635153202	4.20073921805296	1.98441875658327	2.73766999246647	6.3117817648669	2.8893902719714	3.73182225443854	3.47621054536261	2.99326150669006	3.84121604967509	4.2301366114337	2.15652861314106	5.14222707613768
SFRP2	10.104935373067	7.05488240179221	6.494657844243	8.30655917670599	5.89187739515982	6.68755812413248	6.84088211380428	7.59302409369687	6.413885035148	8.7615638722923	7.72226117594873	8.12623936801369	7.0238136761555	4.87107804040178	6.68215021265912	8.91237814567361	6.34374889637209	8.31335804194146	8.14211243504225	6.36221981606009	6.18809391701542	7.56815851067084	7.34517466512538	7.77857810172333	7.4635326159573	7.23861982985159	7.16534669473617	6.10682738167058	6.39782881381787	8.13315407198826	6.55195224192758	6.54070670096488	8.23606607490877	6.85539713543579	8.2990094084217	7.54236232688525	6.57161688333067	7.87429117933309	6.41338035884127	7.43830296950163	6.06054432574904	6.53606803033874	7.77170723030291	8.17895995428079	5.86764517093946	7.00967822282564	7.89029910233525	5.80740429355755	8.07037595103774	4.98683551163829	8.09890394869732	7.51135498856972	6.73944057697606	6.19680608504692	7.16207963221674	7.18315997771846	6.89333020989068	6.14066297674282	6.95587499793197	5.64130900589548	7.85183022909912	7.87586800166395	7.51006619428526	6.85558216248107	7.28849978936476	7.67801409325776	8.1511261147036
SH3BP1	3.12065513158984	4.94176293424152	3.82248794285152	4.12061393618521	4.07418579537028	4.24487538987036	2.5680490246462	4.17867983239264	3.96758116408662	3.22469789658479	3.20500807519571	3.88804282404625	2.63241390145093	2.47919566063613	3.95779384330962	4.18402567103465	4.01810681193286	3.67122099630385	2.78561195842402	4.94083507035024	2.59750423520013	1.85706513551699	3.95594699736122	3.13213751538544	2.41994422857799	3.03323717461824	3.39866019750961	3.59227336141441	3.24224481457235	3.77256112526811	3.18031351945603	3.03015729664827	3.71260829291181	4.0036412305008	3.79600441714734	3.94749725359573	3.59158403116753	4.76084255277697	3.74223344080399	3.00881325347554	4.05559949396055	4.43140546185467	4.06893984924607	3.72447889589871	3.15875302005	2.98278285121609	2.51331709464085	3.47213752553979	3.66404662759574	3.43507235221805	2.38468515807283	2.88471147895092	2.82415794122249	2.92294519921103	2.80071972969526	2.68588244714139	2.23688997373557	3.59500903697156	3.02903833754225	3.30491433316864	3.08317176735538	2.8394192810105	3.70033407085296	3.42066789509008	3.2227165282652	3.19111698129326	3.2716897810226
SH3TC1	4.72296795250577	5.86555082930435	4.76149136608974	4.84832024230693	4.67634140258993	5.78975780113468	4.2238459069331	5.71998788643508	5.14063874371369	4.4533218827339	5.08214870690375	5.6114228011667	3.92298345034856	4.20626337191684	5.18373040762011	5.40264039910694	5.34859682554038	5.09470964242846	4.90649192907887	6.72326998170505	4.29917819902772	3.8166141216235	5.47511647010231	5.09645959974212	4.11834464712682	4.40653438884306	3.83922136246775	4.88653904568163	4.20368352081313	4.21933363126469	4.90720643064087	4.76981753402081	5.19667685970126	5.01010889812584	4.57430422667593	5.53006138112256	5.04396375241404	5.57686233616884	5.35732308874834	4.38796382777023	5.35096330262786	6.76343833376627	4.62544427699354	4.70174650784497	4.63535222198024	4.64751851312962	4.10274612194179	4.37593411343153	4.285103711395	4.31407608782847	3.9956320983018	4.46846444284085	4.29075597411443	3.7869772646687	4.74499480523902	4.57840497049596	4.21348773353808	4.38228192714606	3.86158444974455	4.31231095984312	4.84583931718536	4.9974770425088	5.00012572822058	4.29588499399319	4.07731094638675	4.37314097912216	4.39651413767498
SIGLEC10	1.83450876517753	2.16722088622583	3.16838484988256	3.20229671740086	4.1895483872193	1.73314169853626	2.36174344248306	1.99707954176837	0.659633248064601	2.52840546915545	2.29103625324755	2.50921419170853	-0.260586739970241	0.121013620410964	2.60770211361231	2.41528027181143	2.48102685390891	3.37148608005075	0.786139409023474	2.20588145182371	0.688606344186649	0.0083996327067524	2.2028812519929	0.894002775302643	0.140962533615663	0.65582754890524	1.67747597135922	2.13635082947207	1.1264443886834	1.31510878115724	1.22270292337145	0.710036530108863	1.8815273150486	2.27130308633901	1.80083661384647	1.79134743495607	1.92386534304851	1.32263099647474	1.31079479627688	0.512148963743783	2.8388111696944	0.699808870375921	2.24208535956676	1.85382839341802	0.974149398655402	1.54943598803536	0.957895558907543	2.27945957171765	2.77961866490271	1.33555225458144	0.0579914547059099	1.95927682063545	0.585266976738524	0.300858107468815	1.60127758972052	1.91774923402474	-1.82976097808182	1.41338361099975	0.909823185920339	0.541610551651831	1.87327295525797	1.0637862303256	2.24472624244419	2.38683460311746	-0.79231262996378	1.38293169112836	1.51580415670741
SIT1	1.31647933405992	2.49932592999553	1.66344526115749	1.93115937322536	2.451685834468	2.18159605586117	1.21282904883016	2.03830603132698	1.83681011414231	2.0505202654435	1.41401309499321	1.18651309522583	0.650580864133616	0.22726858683123	1.75460838765725	2.83483050010083	2.78351805685195	2.11643922511987	1.46394761294094	2.93470620243718	1.35043709152562	0.878510766638133	1.28843195655582	1.95623239994794	1.43080127543024	0.982715541016886	0.97364067362392	1.46157969251331	1.26333328518012	1.01807086389753	1.50204711360379	1.88109556732259	1.80728743542984	1.32215647179543	2.0129472227022	1.96074031496137	1.96626248876248	1.87390239657837	2.08112129327967	1.7634658301558	1.7450634555847	2.79596324191302	1.58930477189901	1.36410396017279	1.74747377907325	0.980960992353213	1.11820528090544	0.412571382499909	1.93948479026062	1.86143453463083	1.38893806749441	1.42578517634118	0.622320722964435	1.82689570442168	1.83614259433353	1.05007564008252	1.41127373949249	1.35351114296882	0.515984456636645	1.30052935708241	1.63115681814368	1.8467093900766	1.79227321857083	1.85946836058319	2.07565633896525	1.01694674231919	2.04283188583233
SLA	3.62520215059452	4.98401902449219	4.97495558962933	4.79474523289255	5.6625989474791	5.29727013823099	4.1615107678593	4.7559496003166	4.93490871658217	4.17014523574865	4.70807713968202	5.09460595886241	3.36693985710299	3.44564865293178	5.08513929056796	4.37971231856009	4.39991749685935	6.01912875368113	3.50800870737955	5.17509739407823	3.89444574537808	3.5350860523906	5.53013498484219	5.04584058907318	2.69601775135801	3.37713589705784	3.72933732156793	4.64186062971721	4.40946033935743	4.24974798613134	3.87113670339007	4.52296244087692	4.8581816678459	5.0148369208191	4.40747724931334	4.91380565805773	4.26186201121335	5.43988222635322	4.43679924926474	4.56749436229808	5.18290406866499	4.2041973302631	5.07887354321616	4.71938551862213	3.62223988845674	4.53337954625862	3.19120118772254	4.41731042761043	4.3756574972086	3.98580349659323	3.02526075584334	3.68364090074814	3.46771637542467	3.29772147272748	4.1453773660875	4.57840497049596	3.75174889870023	3.8328322989967	3.37946603624887	3.94286538809152	3.48677807081536	3.51128670577103	4.50263586444413	3.98636925590389	3.41722020785098	3.63743332627657	4.11089063453139
SLAMF6	1.2172611879974	1.45818017498211	1.99983114266709	2.45780606150777	1.13662346170963	2.79921887706853	0.900256811434386	2.03830603132698	2.36582754103499	1.69222836941389	1.18356129093029	2.50921419170853	0.351378899058979	0.809366561707643	1.75460838765725	0.325866673280368	1.1871289583068	2.19140562001694	1.16448876032289	2.23935673454536	1.5790378702024	0.878510766638133	1.98388654244363	2.18729963133342	0.452273286186507	0.65582754890524	1.36806106405216	2.13635082947207	1.32719631166483	1.35295849553806	1.99850660301694	1.2725739986237	1.46497358987309	2.39251415151604	1.62763161321672	1.74569819545716	1.53061402962867	2.05800031257476	0.752803812877212	2.34924879444127	2.60754842703354	1.72997702749855	2.04373771604255	1.91634099731519	1.87036386568199	0.901388932661305	0.571325271740288	0.989499091632425	2.77961866490271	1.37240214755348	0.261590664600254	1.53861947341305	1.83554189312762	1.49563867748199	1.9066397725614	2.26960816641718	0.0539138496397984	1.52615333698427	0.214948145199959	0.865519057596163	1.39283043769685	0.343407350601212	1.44622490632558	1.47815650934417	0.32320982600635	1.14952849164353	1.24255070090302
SLC11A1	3.18771146029034	4.58040150663311	4.69818175466837	4.02458842384281	4.65865151949602	4.3600482205657	3.16636566421107	4.01277864793116	3.60725672624887	3.57119652279415	4.06145294064332	3.67695673736847	3.16893445331077	2.34402107970377	4.00889018994223	3.84157323646462	3.48453170440774	5.14586911134592	2.59299200155003	4.12044653061815	2.16632142945977	2.33630562705492	3.65546535289962	3.04645488565772	2.34651711219931	1.91806615207134	2.77433361651953	3.05431610579411	3.20872894912227	3.04311036658238	2.19458215692661	3.65041060386524	3.1167974082391	4.0036412305008	3.89105866144202	4.02597374084488	3.25786161515852	4.29489776574741	2.93601477015546	2.89191199935452	4.07173245467464	3.73919096543827	4.06020733709335	3.4245775519305	2.05444072967764	2.63469401929919	1.97821034097113	3.2227046285645	3.21198827622466	3.2395039089292	1.51376100140432	2.84137425779205	1.98527537108948	2.36057256613533	3.46994430989536	3.3412377483704	2.3328873270815	2.91382804396215	3.53280081656042	2.35602592221552	2.83876098304928	2.46309856104796	3.21812111774627	3.20027073903049	2.24923781554762	2.63492933694198	2.82396045323148
SLC13A5	-0.410149672203458	0.586819007942507	-0.57284801351341	-2.03972707279506	-0.328400090849178	-1.26669735131034	-0.439088289763085	1.66988021740807	-0.513272260617675	-0.827180186173046	-0.270767204371691	0.392018630156429	0.779730769317835	-1.55878178718221	-0.614019962679033	0.578663471872621	-0.369064172304864	-0.488323912261857	0.049642498001983	1.0102981155763	-1.23997538022562	-0.623721678670576	-2.52947427424122	0.435935748879718	-0.807092111133858	-1.42069285464513	-1.05312275650031	-1.04086003576523	-0.481072976268302	-0.652439530071799	-1.55892288324416	-2.52947427424121	0.25056561237849	-0.307767332713285	0.260677793951799	0.123771319636323	1.412924531304	-1.55856460940171	-1.02476992406072	-0.688051717847511	-0.86988797263297	-0.362488600008126	-0.790055171547253	-0.162475792464068	-0.576088862632462	0.0293222421259359	-1.3165459895936	-0.927984141738748	0.389385040347517	-1.00097343385578	-0.17913706885307	-0.270777628888817	-1.16348988687894	-0.652057387714831	-0.49487383364901	-0.626912122011352	1.08350044569192	-0.102910576517081	-0.165928270963876	-0.663831066906231	0.750670995634116	-0.77588015313163	1.33541908503183	0.683458938886132	-0.79231262996378	0.19800659311529	-0.708881106861508
SLC19A3	8.59251675824294	6.76989122084423	8.59853906872116	7.81761569034451	8.71981310495414	7.51529831586741	8.36832913453951	7.65231558733747	8.84999856909653	8.16134288404185	8.24985896917887	7.75003000070425	7.90081558605851	9.81658856128146	8.20612939389386	9.09856503859199	8.4745726366889	7.66591841629212	8.48101579845891	6.96004045196642	8.90354743805447	8.6788845683782	7.95214901847197	8.47602197370997	7.98288259697351	8.496533572749	8.30545250727116	8.52474854311008	8.6253195101593	8.03506507610045	7.58599308641876	8.44653527722884	7.64220531709012	7.98655760756643	8.24604968912761	8.15838591721698	8.41034431975667	6.39485852258321	8.23225587304342	8.22100868323449	8.87870043202043	8.32744655787132	8.21394863216457	8.41781111528247	8.04379038607386	8.2496584521719	8.78391216123842	9.28634452490016	7.99952464987193	8.42462876474007	9.23239493892529	8.15181073997681	8.18703465063134	8.37590907453164	8.53535148953235	8.1226566603877	8.57176098325917	8.3322705351427	8.69414340944041	8.71541531142591	8.24088464351138	8.77922992150636	7.79554942457657	8.04148554658576	9.31503198125151	8.27009925374938	8.02106450393725
SLC2A4	7.13058128021991	6.08439111136543	6.28904251243393	5.86665611101933	7.19296034681832	4.7847835972206	6.26126148944823	6.09935436541135	5.40488875475737	6.24633658740366	6.33432369916174	4.47591436930215	4.79377326003573	7.91517034083884	6.65146947622972	6.57155747667247	7.47405608326739	4.12449637785916	6.87290928522993	5.10418885561082	7.3650357345769	7.08759058046937	6.40029945021405	5.15221537370102	6.40178338411855	6.74348810705203	5.89804094415931	6.04665167219217	6.19561694042567	6.30768767100696	5.7353849467518	5.87237180569944	5.70592453178709	4.69954601226508	6.85282175483431	5.1642240726503	6.07449215643919	4.73404939271272	5.92993291869691	5.67518166225167	6.76492802651988	8.09072080089566	6.36124268674963	6.31406236763319	7.55885104824277	6.59172673218589	7.78148815860333	6.94140871167456	5.83301302511015	6.98389295853493	7.99833584900084	6.69571437715231	7.70168026834893	6.23659407468774	6.50507331798405	5.4502007799361	5.21935203209923	6.71108743667575	6.68214550957009	6.07679267602973	6.326687066074	8.17622739868107	5.9855532267089	4.6604414419466	6.90635990139374	6.24685338869783	6.23423674870931
SLC2A6	3.89773217440532	4.51378458336264	2.62345490814254	3.51658032720811	2.84486721221803	3.51666934415971	2.62195317199989	3.75283684813263	2.2986785834041	4.19085450008218	3.28482263832417	3.26841683895949	3.57700937345623	2.87210791230882	3.41372306356824	4.43679386036123	2.88483142345617	2.7163151021531	3.32161028380137	4.48381638073833	3.19843335690712	2.43480766070411	3.75119947589677	2.51956911157775	3.08266205368363	1.99258447126037	2.66622120836578	2.80268575591979	2.47282708274063	2.63045801428688	4.18635664453831	2.4432669646769	3.55139493665945	2.65730419073701	4.31336604910083	3.6826603203396	3.24069271894512	4.01227758521514	2.85899251819202	3.13175477635389	3.60917988369183	3.80307572321574	3.29201695421909	3.91257010147023	3.19055258623737	2.36492821574698	3.4839254385833	2.92094134133947	3.26980290802636	3.35448027861715	3.15869739352432	3.10226248109429	3.39463634509502	2.97243467714286	3.42261426657313	3.05869387711941	2.58763174750068	2.87176373463733	3.0604265927409	2.67851736309921	4.09248797964973	4.38209078338124	3.4306952915404	3.16002747666488	3.48822853791347	3.32332648835079	3.15222085527787
SLC35E2B	6.11437964656979	6.50291791169206	6.82399745568522	6.39665196845243	5.76947875778256	6.55622133570283	7.02969807382981	5.90688207156957	6.87648022399958	5.98692377204614	6.5874294035931	6.70407921006336	6.00606715148928	6.93788417753331	6.84466511562763	6.250740891802	5.58072147664842	4.6076501259139	6.00268572559372	5.56988468792674	6.66526953246481	6.02763767023726	6.42591217089358	6.45337094050047	5.94289351163984	6.83493356386236	5.98358651423214	7.0136631618002	6.81049696868202	6.36206323788768	5.3211605309494	6.53919487965856	6.38730549777593	6.55785416736712	6.73818042841938	6.76684304205986	5.87196067169057	6.53855818034062	6.79566542216605	5.46325268043248	6.56669419815807	5.4174624795624	6.65310314148442	6.29360166814615	6.40702940982876	7.07912790073505	6.97030197529598	7.24365069229228	6.18319150452544	5.59959820566574	6.08454620291452	6.84990817834438	6.77381145949081	6.67061632286059	6.37124836077557	6.34160997221256	5.95195350538517	6.74934185680577	6.95064946229859	7.07983303165596	5.97729985961245	5.9622144365694	6.73252667423193	6.411576278884	6.57029920699253	6.24500206674481	6.11263174769745
SLC35G1	3.20075666501397	3.29373716544425	3.14143851075475	3.27713429709144	1.13662346170963	2.21963497838479	2.86485503690434	2.26361743107174	1.26311086823078	3.95093174453083	2.40258064461364	3.14524148409288	1.60402557608094	2.69825448546032	1.8853641500928	3.03822637640867	2.58103033310679	3.24814843528585	3.21852577449574	2.27207286193214	2.96414604860168	2.30191818487893	2.36297973726173	2.78945682029058	2.90225397592759	1.99258447126037	2.53404769345614	2.91166175677474	2.42983891433674	1.93019734574569	2.99724253031607	2.51884933449675	3.82974727578076	2.47717490876491	2.54824837263718	3.44628405034381	0.614610701115456	1.32263099647474	0.943943571068637	2.83875843051747	1.82337834839519	1.56289124899942	3.46076442128426	3.8174986801573	1.61313284239162	1.99501060700719	3.10769649007832	1.62901071671428	2.9065387479306	1.29773640005671	0.871793922796401	3.30728079442765	1.80363573956241	2.02753141738033	2.42185987815279	2.43059371792658	1.52403242438898	1.7746551446882	2.22084322427792	1.54655649133755	3.0506904359738	1.8467093900766	2.79814501259484	2.04768759419196	2.40415943130921	2.4672036707991	3.10703671583611
SLC43A2	6.78461480536936	7.58689749170519	6.36088666688574	6.5935652552328	7.12373130449467	7.03289969080613	6.10205372092299	7.8049412050389	6.39291025980585	6.30331664293435	6.36448627832647	6.52487658529661	5.77964206772197	5.77123655010533	6.5650947259694	7.84334926527004	7.09929414585616	6.38920725350629	6.7256143064917	7.76078316847056	6.00351789401945	6.21486167112511	5.99360713929891	6.16572978324728	6.10751355817186	5.88436696579949	6.28258221872524	6.21406827447268	6.05181089964067	6.40773573874131	6.47721738386842	6.21869408190355	6.12040365073663	6.70114256953623	6.79254151989361	6.91918794059431	6.53863085245126	6.32176419348859	6.4971007586646	6.29596905635482	6.31665059196344	8.14226384813948	6.55705904426698	6.09509163686255	6.85189622360394	6.13088953696104	5.96308353809525	5.90274579198665	6.0243104818955	6.48580523916538	5.39994752801889	6.22305803721936	5.49255426816436	5.95357633071989	5.90866047498287	6.21467080026313	5.9367564927092	6.69157299547871	6.01206951169302	6.12113394193833	6.35189977539598	6.67712812330469	6.5325198161713	6.37395328388303	6.12861974320611	6.26706266050284	6.33271023928144
SLC6A6	6.86055850808922	5.91205521224478	6.35209938316268	6.6286923350132	6.71678978035904	7.06459609712179	6.13949594084223	6.25172344465479	6.25248162042755	5.84224741101255	5.71053314181105	6.39421720762695	5.41229674001794	5.28500486149361	5.66764597553806	6.87868404778882	5.62824841668622	6.49657291040574	5.93520303445322	5.08129566738635	5.02552784225988	5.13031410853077	5.68665114152363	5.84889582405753	5.31975889328794	5.1950900857344	4.74999201590141	6.08372302927822	5.29397217526192	5.48393387189324	5.25990134534193	6.14307970383682	5.46462587090058	6.67300272384138	6.40802493066292	6.71448705176111	5.36239327170308	6.73376822034918	5.25882252259942	5.09895500587962	5.6751904028329	5.45374011871972	6.39809244325103	6.02943763075306	5.00976034845449	5.66076276728186	5.2397230990015	5.97033221376272	6.67014244105255	5.3637562495807	4.65883443888788	5.52576077868992	4.98516623410302	4.79519144557427	5.93419792882836	5.37962761335566	4.92294634173287	5.10842169728667	5.7889844072082	5.6360039096681	5.94010004939203	5.18294169319936	5.34810571209526	5.43432788065548	5.0871489882585	4.89627574110486	5.33874178066189
SLC7A10	5.84619765619299	3.85370090270723	3.77067452811733	4.25892270043711	4.23800143108652	4.18845011722429	3.61486719019445	5.27021983002389	4.12607877254126	4.85148227160168	5.52987456337157	5.13832989869289	4.08171300561012	6.10667710250918	5.61443505702855	4.85693319803593	5.9303291842284	2.6469802985446	6.2150683848889	3.76580923870563	5.19521603745997	5.43800658456188	4.98280712765372	4.35012092445467	5.47855432871131	6.40451015956758	4.48152170808259	5.13473880591251	5.81341844268767	6.12970204425367	3.25756112709272	5.59523318789139	5.10668409249112	4.94719156234815	4.42875655452142	4.66984557473745	4.40744236216769	4.3429753903217	5.27373649264279	5.61849051030718	4.29886984525126	6.43282585333618	5.25755753998963	4.83312060794329	6.91274043589449	5.73723271367723	6.89204534166043	5.73833979710354	4.35799574284026	5.4801741263866	6.10287812257138	6.51789433806603	6.68739154056039	6.43388123880644	6.05938822604433	5.10525620143222	3.97645168420783	6.06101121114132	5.68709269548151	5.46105121950547	3.30594035503209	4.67286343635883	3.17586586210322	3.21343950822515	4.1557464492721	3.12822971272274	6.08493468027111
SLC7A5	2.4072249324	3.80310017145886	2.36850774479827	2.45780606150777	3.22738045518499	2.66780448609814	1.52722852644211	3.46607068545212	2.22825101659568	3.49830197807815	2.25185230645979	2.69636240196543	2.4308390107222	0.418840133990024	2.11592905670948	3.28911388042678	3.29138645453776	3.07418905875474	1.85616037902821	3.82212799868927	0.944445020377745	0.878510766638133	2.5070731414716	2.18729963133342	2.28888532817122	1.47379002067306	1.56154647148547	2.18678697354759	1.77932636504232	1.56130792172143	3.34274783138436	2.82708371365609	2.71132997444453	2.23933944777061	3.01016819553304	2.59664880624974	2.26688856085748	3.7523368585458	1.90840146309885	2.51653819450012	2.40173011655823	2.84534810026498	2.21086381948356	2.54978718833562	2.24820674695819	2.27307455507374	1.0402759419036	1.69778840719926	2.03149104193883	1.75382665326578	-0.0557063286198055	1.78724694078489	2.041072430702	2.05075712650093	2.03807185244072	1.54818253354985	0.556321526240704	1.7746551446882	2.82485431972305	1.67626265805233	2.1739750102847	1.24141150993896	2.28503927062205	2.26564055196859	2.9483329290874	2.74381696012211	2.23988696015618
